sender	patientType	scenario	demand
s310	n	n19	55
s310	c	n22	0
s310	n	n22	55
s310	c	n23	0
s310	n	n23	55
s310	c	n24	0
s310	n	n24	55
s311	c	n01	0
s311	n	n01	74
s311	c	n02	0
s311	n	n02	74
s311	c	n03	0
s311	n	n03	74
s311	c	n04	0
s311	n	n04	74
s311	c	n05	0
s311	n	n05	74
s311	c	n06	0
s311	n	n06	74
s311	c	n07	0
s311	n	n07	74
s311	c	n08	0
s311	n	n08	74
s311	c	n09	0
s311	n	n09	74
s311	c	n10	0
s311	n	n10	74
s311	c	n11	0
s311	n	n11	74
s311	c	n12	0
s311	n	n12	74
s311	c	n13	0
s311	n	n13	74
s311	c	n14	0
s311	n	n14	74
s311	c	n15	0
s311	n	n15	74
s311	c	n16	0
s311	n	n16	74
s311	c	n17	0
s311	n	n17	74
s311	c	n18	0
s311	n	n18	74
s311	c	n19	0
s311	n	n19	74
s311	c	n20	0
s311	n	n20	74
s311	c	n21	0
s311	n	n21	74
s311	c	n22	0
s311	n	n22	74
s311	c	n23	0
s311	n	n23	74
s311	c	n24	0
s311	n	n24	74
s311	c	n25	0
s311	n	n25	74
s312	c	n01	0
s312	n	n01	4
s312	c	n02	0
s312	n	n02	4
s312	c	n03	0
s312	n	n03	4
s312	c	n04	0
s312	n	n04	4
s312	c	n05	0
s312	n	n05	4
s312	c	n06	0
s312	n	n06	4
s312	c	n07	0
s312	n	n07	4
s312	c	n08	0
s312	n	n08	4
s312	c	n09	0
s312	n	n09	4
s312	c	n10	0
s312	n	n10	4
s312	c	n11	0
s312	n	n11	4
s312	c	n12	0
s312	n	n12	4
s312	c	n13	0
s312	n	n13	4
s312	c	n14	0
s312	n	n14	4
s312	c	n15	0
s312	n	n15	4
s312	c	n16	0
s312	n	n16	4
s312	c	n17	0
s312	n	n17	4
s312	c	n18	0
s312	n	n18	4
s312	c	n19	0
s312	n	n19	4
s312	c	n20	0
s312	n	n20	4
s312	c	n21	0
s312	n	n21	4
s312	c	n22	0
s312	n	n22	4
s312	c	n23	0
s312	n	n23	4
s312	c	n24	0
s312	n	n24	4
s312	c	n25	0
s312	n	n25	4
s313	c	n14	0
s313	n	n14	80
s313	c	n15	0
s313	n	n15	80
s313	c	n16	0
s313	n	n16	80
