variable,staging,sender,vehicle,patient,scenario,value
x_ij,a4,s306,v00,n,n11,81.0
x_ij,a4,s306,v00,n,n12,81.0
x_ij,a4,s306,v00,n,n13,81.0
x_ij,a4,s306,v00,n,n14,81.0
x_ij,a4,s306,v00,n,n15,81.0
x_ij,a4,s306,v00,n,n16,81.0
x_ij,a4,s306,v00,n,n17,81.0
x_ij,a4,s306,v00,n,n18,81.0
x_ij,a4,s306,v00,n,n19,81.0
x_ij,a4,s306,v00,n,n20,81.0
x_ij,a4,s306,v00,n,n21,81.0
x_ij,a4,s306,v00,n,n22,81.0
x_ij,a4,s306,v00,n,n23,81.0
x_ij,a4,s306,v00,n,n24,81.0
x_ij,a4,s306,v00,n,n25,81.0
x_ij,a4,s307,v00,n,n01,102.0
x_ij,a4,s307,v00,n,n02,102.0
x_ij,a4,s307,v00,n,n03,102.0
x_ij,a4,s307,v00,n,n04,102.0
x_ij,a4,s307,v00,n,n05,102.0
x_ij,a4,s307,v00,n,n06,102.0
x_ij,a4,s307,v00,n,n07,102.0
x_ij,a4,s307,v00,n,n08,102.0
x_ij,a4,s307,v00,n,n09,102.0
x_ij,a4,s307,v00,n,n10,102.0
x_ij,a4,s307,v00,n,n11,102.0
x_ij,a4,s307,v00,n,n12,102.0
x_ij,a4,s307,v00,n,n13,102.0
x_ij,a4,s307,v00,n,n14,102.0
x_ij,a4,s307,v00,n,n15,102.0
x_ij,a4,s307,v00,n,n16,102.0
x_ij,a4,s307,v00,n,n17,102.0
x_ij,a4,s307,v00,n,n18,102.0
x_ij,a4,s307,v00,n,n19,102.0
x_ij,a4,s307,v00,n,n20,102.0
x_ij,a4,s307,v00,n,n21,102.0
x_ij,a4,s307,v00,n,n22,102.0
x_ij,a4,s307,v00,n,n23,102.0
x_ij,a4,s307,v00,n,n24,102.0
x_ij,a4,s307,v00,n,n25,102.0
x_ij,a4,s308,v00,n,n01,127.0
x_ij,a4,s308,v00,n,n02,127.0
x_ij,a4,s308,v00,n,n03,127.0
x_ij,a4,s308,v00,n,n04,127.0
x_ij,a4,s308,v00,n,n05,127.0
x_ij,a4,s308,v00,n,n06,127.0
x_ij,a4,s308,v00,n,n07,127.0
x_ij,a4,s308,v00,n,n08,127.0
x_ij,a4,s308,v00,n,n09,127.0
x_ij,a4,s308,v00,n,n10,127.0
x_ij,a4,s308,v00,n,n11,127.0
x_ij,a4,s308,v00,n,n12,127.0
x_ij,a4,s308,v00,n,n13,127.0
x_ij,a4,s308,v00,n,n14,127.0
x_ij,a4,s308,v00,n,n15,127.0
x_ij,a4,s308,v00,n,n16,127.0
x_ij,a4,s308,v00,n,n17,127.0
x_ij,a4,s308,v00,n,n18,127.0
x_ij,a4,s308,v00,n,n19,127.0
x_ij,a4,s308,v00,n,n20,127.0
x_ij,a4,s308,v00,n,n21,127.0
x_ij,a4,s308,v00,n,n22,127.0
x_ij,a4,s308,v00,n,n23,127.0
x_ij,a4,s308,v00,n,n24,127.0
x_ij,a4,s308,v00,n,n25,127.0
x_ij,a4,s309,v00,n,n17,20.0
x_ij,a4,s309,v00,n,n18,20.0
x_ij,a4,s309,v00,n,n19,20.0
x_ij,a4,s309,v00,n,n20,20.0
x_ij,a4,s309,v00,n,n21,20.0
x_ij,a4,s309,v00,n,n22,20.0
x_ij,a4,s309,v00,n,n23,20.0
x_ij,a4,s310,v00,n,n02,55.0
x_ij,a4,s310,v00,n,n03,55.0
x_ij,a4,s310,v00,n,n04,55.0
x_ij,a4,s310,v00,n,n05,55.0
x_ij,a4,s310,v00,n,n15,55.0
x_ij,a4,s310,v00,n,n16,55.0
x_ij,a4,s310,v00,n,n17,55.0
x_ij,a4,s310,v00,n,n18,55.0
x_ij,a4,s310,v00,n,n19,55.0
x_ij,a4,s310,v00,n,n22,55.0
x_ij,a4,s310,v00,n,n23,55.0
x_ij,a4,s310,v00,n,n24,55.0
x_ij,a4,s311,v00,n,n01,74.0
x_ij,a4,s311,v00,n,n02,74.0
x_ij,a4,s311,v00,n,n03,74.0
x_ij,a4,s311,v00,n,n04,74.0
x_ij,a4,s311,v00,n,n05,74.0
x_ij,a4,s311,v00,n,n06,74.0
x_ij,a4,s311,v00,n,n07,74.0
x_ij,a4,s311,v00,n,n08,74.0
x_ij,a4,s311,v00,n,n09,74.0
x_ij,a4,s311,v00,n,n10,74.0
x_ij,a4,s311,v00,n,n11,74.0
x_ij,a4,s311,v00,n,n12,74.0
x_ij,a4,s311,v00,n,n13,74.0
x_ij,a4,s311,v00,n,n14,74.0
x_ij,a4,s311,v00,n,n15,74.0
x_ij,a4,s311,v00,n,n16,74.0
x_ij,a4,s311,v00,n,n17,74.0
x_ij,a4,s311,v00,n,n18,74.0
x_ij,a4,s311,v00,n,n19,74.0
x_ij,a4,s311,v00,n,n20,74.0
x_ij,a4,s311,v00,n,n21,74.0
x_ij,a4,s311,v00,n,n22,74.0
x_ij,a4,s311,v00,n,n23,74.0
x_ij,a4,s311,v00,n,n24,74.0
x_ij,a4,s311,v00,n,n25,74.0
x_ij,a4,s312,v00,n,n01,4.0
x_ij,a4,s312,v00,n,n02,4.0
x_ij,a4,s312,v00,n,n03,4.0
x_ij,a4,s312,v00,n,n04,4.0
x_ij,a4,s312,v00,n,n05,4.0
x_ij,a4,s312,v00,n,n06,4.0
x_ij,a4,s312,v00,n,n07,4.0
x_ij,a4,s312,v00,n,n08,4.0
x_ij,a4,s312,v00,n,n09,4.0
x_ij,a4,s312,v00,n,n10,4.0
x_ij,a4,s312,v00,n,n11,4.0
x_ij,a4,s312,v00,n,n12,4.0
x_ij,a4,s312,v00,n,n13,4.0
x_ij,a4,s312,v00,n,n14,4.0
x_ij,a4,s312,v00,n,n15,4.0
x_ij,a4,s312,v00,n,n16,4.0
x_ij,a4,s312,v00,n,n17,4.0
x_ij,a4,s312,v00,n,n18,4.0
x_ij,a4,s312,v00,n,n19,4.0
x_ij,a4,s312,v00,n,n20,4.0
x_ij,a4,s312,v00,n,n21,4.0
x_ij,a4,s312,v00,n,n22,4.0
x_ij,a4,s312,v00,n,n23,4.0
x_ij,a4,s312,v00,n,n24,4.0
x_ij,a4,s312,v00,n,n25,4.0
x_ij,a4,s313,v00,n,n14,80.0
x_ij,a4,s313,v00,n,n15,70.0
x_ij,a4,s313,v00,n,n16,20.0
